,train_loss,val_loss,train_acc,val_acc,epochs
0,0.6208248692201385,0.566989216953516,0.6378989361702128,0.8537109375,0
1,0.6270419625525779,0.5677347704768181,0.6314716312056737,0.852734375,1
2,0.6178191600116432,0.5666277892887592,0.645279255319149,0.852734375,2
3,0.6255777478218079,0.5672843083739281,0.6250886524822695,0.84921875,3
4,0.6242255644595369,0.5675546899437904,0.6357047872340426,0.84921875,4
5,0.615810070054751,0.5658605322241783,0.641799645390071,0.84921875,5
6,0.624094564441248,0.5666324757039547,0.6337544326241135,0.84921875,6
7,0.6222906192989214,0.5674527920782566,0.6372783687943263,0.8501953125,7
8,0.6206158069854087,0.5660745650529861,0.6390514184397164,0.8501953125,8
9,0.6233012257738316,0.5670115202665329,0.638497340425532,0.8501953125,9
10,0.6213799727723953,0.5664613582193851,0.6390957446808511,0.84921875,10
