,train_loss,val_loss,train_acc,val_acc,epochs
0,0.24399848842451757,0.13545352988876402,0.9057402482269503,0.969921875,0
1,0.22256441773675012,0.13216921302955598,0.918040780141844,0.9775390625,1
2,0.2369703047558771,0.4626460701401811,0.9071808510638297,0.7392578125,2
3,0.3164554287989934,0.14804234774783254,0.8771498226950354,0.973046875,3
4,0.2835570788341211,0.11305310484021902,0.8920877659574468,0.98125,4
5,0.23397406750748342,0.10832921462133527,0.9086879432624113,0.9724609375,5
6,0.25999029340050744,0.10921801021322608,0.8947251773049646,0.9615234375,6
7,0.2561254622348657,0.1826344196451828,0.8973625886524823,0.931640625,7
8,0.2668087569640038,1.038484204094857,0.897938829787234,0.57734375,8
9,0.25603590799984355,0.6074965565640014,0.9006870567375886,0.691796875,9
10,0.23510922354163852,0.2369891193229705,0.9101950354609929,0.8978515625,10
