,train_loss,val_loss,train_acc,val_acc,epochs
0,0.04378380768615356,0.006472092135936691,0.9865913120567376,0.9990234375,0
1,0.040351456013039175,0.05655084391389664,0.9875886524822695,0.9875,1
2,0.04477196040642547,0.016049436413595686,0.9863696808510638,0.9951171875,2
3,0.0396120383202739,0.007457105635978678,0.9882978723404255,0.998046875,3
4,0.041307921600627136,0.020511668406527406,0.985793439716312,0.99609375,4
5,0.039677510138746375,0.00371808055322731,0.9874113475177304,0.9990234375,5
6,0.04718227292483686,0.02091382013418297,0.9845966312056738,0.9935546875,6
7,0.04831874186869922,0.0162543588761217,0.9850398936170213,0.9951171875,7
8,0.048403485726849146,0.009466751992931677,0.9838652482269503,0.998046875,8
9,0.04111962105066628,0.005077590426481038,0.9864804964539007,0.9990234375,9
10,0.04523277198499505,0.01962602779235567,0.9848625886524822,0.9970703125,10
