,train_loss,val_loss,train_acc,val_acc,epochs
0,0.6510290205478668,0.6003244072198868,0.5651041666666666,0.8671875,0
1,0.6512445211410522,0.6003324996966583,0.6145833333333334,0.8677884615384616,1
2,0.6067133769392967,0.6000475356212029,0.6614583333333334,0.8671875,2
3,0.6300650835037231,0.5994869482058746,0.6536458333333334,0.8671875,3
4,0.6270861327648163,0.5989122711695157,0.65625,0.8671875,4
5,0.6579440037409464,0.5987947285175323,0.5885416666666666,0.8665865384615384,5
6,0.6275013635555903,0.5988124230733285,0.6458333333333334,0.8659855769230769,6
7,0.641668513417244,0.5984813055166831,0.6197916666666666,0.8653846153846154,7
8,0.6133714119593302,0.5980696334288671,0.671875,0.8659855769230769,8
9,0.632355178395907,0.5975828445874728,0.640625,0.8659855769230769,9
10,0.6444168587525686,0.5972969956122912,0.6145833333333334,0.8653846153846154,10
11,0.6713122129440308,0.5973422619012686,0.5416666666666666,0.8653846153846154,11
12,0.6419681757688522,0.597565465248548,0.6484375,0.8653846153846154,12
13,0.6311186800400416,0.5973467448583016,0.6432291666666666,0.8617788461538461,13
14,0.6227540473143259,0.5970750347926066,0.6432291666666666,0.8641826923076923,14
