,train_loss,val_loss,train_acc,val_acc,epochs
0,0.17122530345375656,0.07656803459394723,0.9352836879432624,0.98828125,0
1,0.14305970828372536,0.10529887574375607,0.9495789007092199,0.962890625,1
2,0.1608320727666959,0.07134623627644032,0.9370567375886525,0.9814453125,2
3,0.15623365238256065,0.0671731898910366,0.9417109929078015,0.978515625,3
4,0.16644895636866278,0.1769493164247251,0.9358377659574468,0.9287109375,4
5,0.15880117515855013,0.1662141827891901,0.9389406028368794,0.9267578125,5
6,0.1644929967794224,0.09259722914430313,0.9391622340425532,0.9677734375,6
7,0.16409163861964823,0.05954399611800909,0.936613475177305,0.990234375,7
8,0.16812847838704045,0.27267336312070256,0.9362810283687943,0.8828125,8
9,0.1840453888586861,0.07519807177595794,0.9316267730496454,0.98046875,9
10,0.16950395933834586,0.21388219496657257,0.9365026595744681,0.9052734375,10
11,0.16704484844144354,0.22175166905799415,0.9376108156028369,0.900390625,11
12,0.16157320676807393,0.15221856005155132,0.9397163120567376,0.935546875,12
